mgnet	weight	node_i	node_j	link_type	crossing_communities	source_i	type_i	path_taxs_i	kingdom_i	phylum_i	class_i	order_i	family_i	genus_i	species_gtdb_i	human_gut_i	is_from_gut_i	group_amr_i	biocide_class_amr_i	class_amr_i	cluster_representative_i	cluster_version_i	metal_class_amr_i	resistance_type_i	source_j	type_j	path_taxs_j	kingdom_j	phylum_j	class_j	order_j	family_j	genus_j	species_gtdb_j	human_gut_j	is_from_gut_j	group_amr_j	biocide_class_amr_j	class_amr_j	cluster_representative_j	cluster_version_j	metal_class_amr_j	resistance_type_j
mOTU-Functional	0.7147828188707901	Clostridium sp. CAG:	pan_8437	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8437_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.660609067192085	Clostridium sp. CAG:	pan_8672	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6406568123256553	Clostridium sp. CAG:	pan_9198	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other	pan_9198_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6756284948354514	Clostridium sp. CAG:	pan_9208	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_9208_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6584655158952513	Clostridium sp. CAG:	pan_9635	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.641011197453542	Clostridium sp. CAG:	pan_10248	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10248_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6690406085881472	Clostridium sp. CAG:	pan_11062	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;31979;1485;1262770	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	s__Eubacterium_F sp000433735	Eubacterium_F sp000433735	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.7573424258147092	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_10456	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.7392549950497891	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_13289	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13289_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7309012348433838	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_13306	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6342451882262643	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_13352	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6834738820848616	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_13766	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13766_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6389953596733104	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_13941	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6909723434391729	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_7347	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_7347_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6763746566824491	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_8085	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other/tetracycline	pan_8085_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.671161527713857	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_8126	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_8126_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6312696541440038	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_8855	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_8855_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.601155490824754	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_9652	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6384257542083551	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_9658	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.8039294936139981	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_9685	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.7659298317764875	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_9813	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6117375258526432	Collinsella aerofaciens [Collinsella sp. CAG:/Collinsella sp. __FAA/Collinsella aerofaciens]	pan_9819	mOTU-Functional	FALSE	mOTU	mOTU	2;201174;84998;84999;84107;102106;74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Incongruent [g__Collinsella]	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_9819_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.8651797749058018	Conchiformibius kuhniae	pan_8173	mOTU-Functional	FALSE	mOTU	mOTU	2;1224;28216;206351;481;334107;211502	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	s__Conchiformibius kuhniae	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_8173_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6108298056119165	Coprococcus catus	pan_10180	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10180_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6148567813785867	Coprococcus catus	pan_10790	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_10790_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6512758095219858	Coprococcus catus	pan_10968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10968_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6365000395466573	Coprococcus catus	pan_11561	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11561_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.607185326260878	Coprococcus catus	pan_11971	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other	pan_11971_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6422024560152183	Coprococcus catus	pan_12357	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_12357_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7133603877108806	Coprococcus catus	pan_12968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6089017688862803	Coprococcus catus	pan_13175	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other	pan_13175_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7540043475716832	Coprococcus catus	pan_13352	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6586652054416645	Coprococcus catus	pan_13367	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13367_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6508441680545107	Coprococcus catus	pan_13766	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13766_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6584990188246065	Coprococcus catus	pan_13770	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6060932325530016	Coprococcus catus	pan_13941	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6717449939919776	Coprococcus catus	pan_8085	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other/tetracycline	pan_8085_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6074825027313278	Coprococcus catus	pan_8126	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_8126_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6265504965646256	Coprococcus catus	pan_8348	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	fluoroquinolone/other	pan_8348_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6495553907597027	Coprococcus catus	pan_8437	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8437_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.602561770916655	Coprococcus catus	pan_8672	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6093275495279936	Coprococcus catus	pan_9208	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_9208_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6133665093712217	Coprococcus catus	pan_9635	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6163362064845417	Coprococcus catus	pan_9658	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;116085	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Coprococcus_A catus	Coprococcus_A catus	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6685748280094159	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_10427	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10427_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6256760804464101	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_10456	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6346809569238213	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_10856	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10856_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7580500429907872	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_10968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10968_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6636691657535203	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_10984	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10984_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6499716922910928	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_11009	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_11009_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6369524841622913	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_11078	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_11078_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6548716289098805	Coprococcus comes [Coprococcus comes CAG:/Coprococcus comes/uncultured Coprococcus sp.]	pan_11338	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;186803;33042;410072	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	s__Bariatricus comes	Bariatricus comes	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_11338_v1.0.1	v1.0.1	NA	antimicrobial
